Gene1,stId,name,Gene2,connected_driver_gene,gene_type,MethylationRatio
AAAS,AAAS,AAAS,THOC5,,3,0.1085760115916589
AAAS,AAAS,AAAS,THOC6,,3,0.1085760115916589
AAAS,AAAS,AAAS,THOC7,,3,0.1085760115916589
AAAS,AAAS,AAAS,TOP2A,,3,0.1085760115916589
AAAS,AAAS,AAAS,U2AF1,U2AF1,2,0.1085760115916589
AAAS,AAAS,AAAS,U2AF1L4,,3,0.1085760115916589
AAAS,AAAS,AAAS,U2AF2,,3,0.1085760115916589
AAAS,AAAS,AAAS,UBE2I,,3,0.1085760115916589
AAAS,AAAS,AAAS,UPF3B,,3,0.1085760115916589
AAAS,AAAS,AAAS,WDR33,,3,0.1085760115916589
AAAS,AAAS,AAAS,XPO1,XPO1,2,0.1085760115916589
AAAS,AAAS,AAAS,XPOT,,3,0.1085760115916589
AAAS,AAAS,AAAS,ZC3H11A,,3,0.1085760115916589
AAAS,AAAS,AAAS,CCNB1,,3,0.1085760115916589
AAAS,AAAS,AAAS,CCNB2,,3,0.1085760115916589
AAAS,AAAS,AAAS,CDK1,,3,0.1085760115916589
AAAS,AAAS,AAAS,ISG15,,3,0.1085760115916589
AAAS,AAAS,AAAS,NEK6,,3,0.1085760115916589
AAAS,AAAS,AAAS,NEK9,,3,0.1085760115916589
AASDHPPT,AASDHPPT,AASDHPPT,FASN,FASN,2,0.0076309521732002
ABCE1,ABCE1,ABCE1,FLNA,FLNA,2,-0.0107546815129608
ABCE1,ABCE1,ABCE1,RNASEL,,3,-0.0107546815129608
ABCF2,ABCF2,ABCF2,CASP9,CASP9,2,-0.0027599890492224
ABI1,ABI1,ABI1,ACTR2,,1,-0.0092352344724243
ABI1,ABI1,ABI1,ACTR3,,1,-0.0092352344724243
ABI1,ABI1,ABI1,ACTR3B,,1,-0.0092352344724243
ABI1,ABI1,ABI1,ACTR3C,,1,-0.0092352344724243
ABI1,ABI1,ABI1,ARPC1A,,1,-0.0092352344724243
ABI1,ABI1,ABI1,ARPC1B,,1,-0.0092352344724243
ABI1,ABI1,ABI1,ARPC2,,1,-0.0092352344724243
ABI1,ABI1,ABI1,ARPC3,,1,-0.0092352344724243
ABI1,ABI1,ABI1,ARPC4,,1,-0.0092352344724243
ABI1,ABI1,ABI1,ARPC5,,1,-0.0092352344724243
ABI1,ABI1,ABI1,ARPC5L,,1,-0.0092352344724243
ABI1,ABI1,ABI1,DIAPH1,,1,-0.0092352344724243
ABI1,ABI1,ABI1,DIAPH3,,1,-0.0092352344724243
ABI1,ABI1,ABI1,RAC1,,1,-0.0092352344724243
ABI1,ABI1,ABI1,WASF2,,1,-0.0092352344724243
ABI1,ABI1,ABI1,ABL1,,1,-0.0092352344724243
ABI1,ABI1,ABI1,ARF1,,1,-0.0092352344724243
ABI1,ABI1,ABI1,BAIAP2,,1,-0.0092352344724243
ABI1,ABI1,ABI1,EGF,,1,-0.0092352344724243
ABI1,ABI1,ABI1,EGFR,,1,-0.0092352344724243
ABI1,ABI1,ABI1,MAPK1,,1,-0.0092352344724243
ABI1,ABI1,ABI1,MAPK3,,1,-0.0092352344724243
ABI2,ABI2,ABI2,ACTR2,,3,-0.0020038144422724
ABI2,ABI2,ABI2,ACTR3,,3,-0.0020038144422724
ABI2,ABI2,ABI2,ARPC1B,,3,-0.0020038144422724
ABI2,ABI2,ABI2,ARPC2,,3,-0.0020038144422724
ABI2,ABI2,ABI2,ARPC3,,3,-0.0020038144422724
ABI2,ABI2,ABI2,ARPC4,,3,-0.0020038144422724
ABI2,ABI2,ABI2,ARPC5,,3,-0.0020038144422724
ABI2,ABI2,ABI2,BRK1,,3,-0.0020038144422724
ABI2,ABI2,ABI2,WASF1,,3,-0.0020038144422724
ABI2,ABI2,ABI2,RAC1,RAC1,2,-0.0020038144422724
ABI2,ABI2,ABI2,RAC2,,3,-0.0020038144422724
ABI2,ABI2,ABI2,RAC3,,3,-0.0020038144422724
ABL1,ABL1,ABL1,BAIAP2,,1,0.0041108122282048
ABL1,ABL1,ABL1,BRK1,,1,0.0041108122282048
ABL1,ABL1,ABL1,CBFB,,1,0.0041108122282048
ABL1,ABL1,ABL1,CBL,,1,0.0041108122282048
ABL1,ABL1,ABL1,CDH2,,1,0.0041108122282048
ABL1,ABL1,ABL1,CDK5,,1,0.0041108122282048
ABL1,ABL1,ABL1,CRK,,1,0.0041108122282048
ABL1,ABL1,ABL1,CRKL,,1,0.0041108122282048
ABL1,ABL1,ABL1,CTNNA1,,1,0.0041108122282048
ABL1,ABL1,ABL1,CTNNB1,,1,0.0041108122282048
ABL1,ABL1,ABL1,CTNND1,,1,0.0041108122282048
ABL1,ABL1,ABL1,CYFIP1,,1,0.0041108122282048
ABL1,ABL1,ABL1,CYFIP2,,1,0.0041108122282048
ABL1,ABL1,ABL1,ENAH,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPS8,,1,0.0041108122282048
ABL1,ABL1,ABL1,GRB2,,1,0.0041108122282048
ABL1,ABL1,ABL1,MDM2,,1,0.0041108122282048
ABL1,ABL1,ABL1,NCKAP1,,1,0.0041108122282048
ABL1,ABL1,ABL1,NCKAP1L,,1,0.0041108122282048
ABL1,ABL1,ABL1,PDGFB,,1,0.0041108122282048
ABL1,ABL1,ABL1,PDGFRB,,1,0.0041108122282048
ABL1,ABL1,ABL1,PLCG1,,1,0.0041108122282048
ABL1,ABL1,ABL1,RAC1,,1,0.0041108122282048
ABL1,ABL1,ABL1,RAC2,,1,0.0041108122282048
ABL1,ABL1,ABL1,RAC3,,1,0.0041108122282048
ABL1,ABL1,ABL1,RAD52,,1,0.0041108122282048
ABL1,ABL1,ABL1,ROBO1,,1,0.0041108122282048
ABL1,ABL1,ABL1,ROBO2,,1,0.0041108122282048
ABL1,ABL1,ABL1,RUNX1,,1,0.0041108122282048
ABL1,ABL1,ABL1,RUNX2,,1,0.0041108122282048
ABL1,ABL1,ABL1,SHC1,,1,0.0041108122282048
ABL1,ABL1,ABL1,SHC2,,1,0.0041108122282048
ABL1,ABL1,ABL1,SHC3,,1,0.0041108122282048
ABL1,ABL1,ABL1,SHC4,,1,0.0041108122282048
ABL1,ABL1,ABL1,SOS1,,1,0.0041108122282048
ABL1,ABL1,ABL1,STAT5A,,1,0.0041108122282048
ABL1,ABL1,ABL1,STAT5B,,1,0.0041108122282048
ABL1,ABL1,ABL1,TP63,,1,0.0041108122282048
ABL1,ABL1,ABL1,TP73,,1,0.0041108122282048
ABL1,ABL1,ABL1,TWIST1,,1,0.0041108122282048
ABL1,ABL1,ABL1,WASF2,,1,0.0041108122282048
ABL1,ABL1,ABL1,WWTR1,,1,0.0041108122282048
ABL1,ABL1,ABL1,ATM,,1,0.0041108122282048
ABL1,ABL1,ABL1,BLK,,1,0.0041108122282048
ABL1,ABL1,ABL1,CCNA2,,1,0.0041108122282048
ABL1,ABL1,ABL1,CD55,,1,0.0041108122282048
ABL1,ABL1,ABL1,CDK2,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPHA1,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPHA2,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPHA3,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPHA4,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPHA5,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPHA6,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPHA7,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPHA8,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPHB1,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPHB2,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPHB3,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPHB4,,1,0.0041108122282048
ABL1,ABL1,ABL1,EPHB6,,1,0.0041108122282048
ABL1,ABL1,ABL1,FGR,,1,0.0041108122282048
ABL1,ABL1,ABL1,FYN,,1,0.0041108122282048
ABL1,ABL1,ABL1,HCK,,1,0.0041108122282048
ABL1,ABL1,ABL1,LCK,,1,0.0041108122282048
ABL1,ABL1,ABL1,LRP8,,1,0.0041108122282048
ABL1,ABL1,ABL1,LYN,,1,0.0041108122282048
ABL1,ABL1,ABL1,MAP2K6,,1,0.0041108122282048
ABL1,ABL1,ABL1,RELN,,1,0.0041108122282048
ABL1,ABL1,ABL1,RIN1,,1,0.0041108122282048
ABL1,ABL1,ABL1,SRC,,1,0.0041108122282048
ABL1,ABL1,ABL1,YES1,,1,0.0041108122282048
ABL2,ABL2,ABL2,RAC1,,1,-0.0170268644563774
ABL2,ABL2,ABL2,RAC2,,1,-0.0170268644563774
ABL2,ABL2,ABL2,RAC3,,1,-0.0170268644563774
ABL2,ABL2,ABL2,CD55,,1,-0.0170268644563774
ABL2,ABL2,ABL2,CRK,,1,-0.0170268644563774
ABL2,ABL2,ABL2,CRKL,,1,-0.0170268644563774
ABL2,ABL2,ABL2,RIN1,,1,-0.0170268644563774
ABR,ABR,ABR,RAC1,RAC1,2,-0.0630850544384099
ABR,ABR,ABR,RAC2,,3,-0.0630850544384099
ABR,ABR,ABR,RHOA,RHOA,2,-0.0630850544384099
ABR,ABR,ABR,RHOB,,3,-0.0630850544384099
ABR,ABR,ABR,RHOC,,3,-0.0630850544384099
ACACB,ACACB,ACACB,CPT1A,,3,0.0004803414778723
ACACB,ACACB,ACACB,CPT1B,,3,0.0004803414778723
ACACB,ACACB,ACACB,CPT1C,,3,0.0004803414778723
ACACB,ACACB,ACACB,HLCS,,3,0.0004803414778723
ACACB,ACACB,ACACB,MLX,,3,0.0004803414778723
ACACB,ACACB,ACACB,MLXIP,,3,0.0004803414778723
ACACB,ACACB,ACACB,MLXIPL,,3,0.0004803414778723
ACACB,ACACB,ACACB,PRKAA1,,3,0.0004803414778723
ACACB,ACACB,ACACB,PRKAA2,,3,0.0004803414778723
ACACB,ACACB,ACACB,PRKAB1,,3,0.0004803414778723
ACACB,ACACB,ACACB,PRKAB2,,3,0.0004803414778723
ACACB,ACACB,ACACB,PRKAG1,,3,0.0004803414778723
ACACB,ACACB,ACACB,PRKAG2,,3,0.0004803414778723
ACACB,ACACB,ACACB,PRKAG3,,3,0.0004803414778723
ACACB,ACACB,ACACB,SREBF1,,3,0.0004803414778723
ACAP1,ACAP1,ACAP1,ARF6,,3,-0.0296478727123727
ACAP1,ACAP1,ACAP1,GULP1,,3,-0.0296478727123727
ACAP1,ACAP1,ACAP1,PLD1,,3,-0.0296478727123727
ACAP1,ACAP1,ACAP1,PLD2,,3,-0.0296478727123727
ACAP2,ACAP2,ACAP2,ARF6,,3,-0.010917764156963
ACD,ACD,ACD,CTC1,,3,-0.0020129987822875
ACD,ACD,ACD,PCNA,PCNA,2,-0.0020129987822875
ACD,ACD,ACD,POLR2A,,3,-0.0020129987822875
ACD,ACD,ACD,POLR2B,,3,-0.0020129987822875
ACD,ACD,ACD,POLR2C,,3,-0.0020129987822875
ACD,ACD,ACD,POLR2D,,3,-0.0020129987822875
ACD,ACD,ACD,POLR2E,POLR2E,2,-0.0020129987822875
ACD,ACD,ACD,POLR2F,,3,-0.0020129987822875
ACD,ACD,ACD,POLR2G,,3,-0.0020129987822875
ACD,ACD,ACD,POLR2H,,3,-0.0020129987822875
ACD,ACD,ACD,POLR2I,,3,-0.0020129987822875
ACD,ACD,ACD,POLR2J,,3,-0.0020129987822875
ACD,ACD,ACD,POLR2K,,3,-0.0020129987822875
ACD,ACD,ACD,POLR2L,,3,-0.0020129987822875
ACD,ACD,ACD,STN1,,3,-0.0020129987822875
ACD,ACD,ACD,TEN1,,3,-0.0020129987822875
ACD,ACD,ACD,ANKRD28,,3,-0.0020129987822875
ACD,ACD,ACD,ATRX,ATRX,2,-0.0020129987822875
ACD,ACD,ACD,BLM,BLM,2,-0.0020129987822875
ACD,ACD,ACD,DAXX,DAXX,2,-0.0020129987822875
ACD,ACD,ACD,FEN1,FEN1,2,-0.0020129987822875
ACD,ACD,ACD,LIG1,,3,-0.0020129987822875
ACD,ACD,ACD,PIF1,,3,-0.0020129987822875
ACD,ACD,ACD,PPP6C,PPP6C,2,-0.0020129987822875
ACD,ACD,ACD,PPP6R3,,3,-0.0020129987822875
ACD,ACD,ACD,WRN,WRN,2,-0.0020129987822875
ACE,ACE,ACE,KNG1,,3,-0.0061455173507745
ACP1,ACP1,ACP1,ARHGAP35,,3,-0.0038894860609356
ACP1,ACP1,ACP1,CTNNB1,CTNNB1,2,-0.0038894860609356
ACSL1,ACSL1,ACSL1,CPT1A,,3,-0.0117696120665844
ACSL1,ACSL1,ACSL1,CPT1B,,3,-0.0117696120665844
ACSL1,ACSL1,ACSL1,CPT1C,,3,-0.0117696120665844
ACSL1,ACSL1,ACSL1,PPARA,,3,-0.0117696120665844
ACSL1,ACSL1,ACSL1,PPARG,PPARG,2,-0.0117696120665844
ACSL1,ACSL1,ACSL1,RXRA,,3,-0.0117696120665844
ACSL1,ACSL1,ACSL1,RXRB,,3,-0.0117696120665844
ACSL1,ACSL1,ACSL1,RXRG,,3,-0.0117696120665844
ACSL3,ACSL3,ACSL3,CPT1A,,1,-0.0203758308309663
ACSL3,ACSL3,ACSL3,CPT1B,,1,-0.0203758308309663
ACSL3,ACSL3,ACSL3,CPT1C,,1,-0.0203758308309663
ACSL3,ACSL3,ACSL3,PPARA,,1,-0.0203758308309663
ACSL3,ACSL3,ACSL3,PPARG,,1,-0.0203758308309663
ACSL3,ACSL3,ACSL3,RXRA,,1,-0.0203758308309663
ACSL3,ACSL3,ACSL3,RXRB,,1,-0.0203758308309663
ACSL3,ACSL3,ACSL3,RXRG,,1,-0.0203758308309663
ACSL4,ACSL4,ACSL4,CPT1A,,3,-0.108307857228253
ACSL4,ACSL4,ACSL4,CPT1B,,3,-0.108307857228253
ACSL4,ACSL4,ACSL4,CPT1C,,3,-0.108307857228253
ACSL4,ACSL4,ACSL4,PPARA,,3,-0.108307857228253
ACSL4,ACSL4,ACSL4,PPARG,PPARG,2,-0.108307857228253
ACSL4,ACSL4,ACSL4,RXRA,,3,-0.108307857228253
ACSL4,ACSL4,ACSL4,RXRB,,3,-0.108307857228253
ACSL4,ACSL4,ACSL4,RXRG,,3,-0.108307857228253
ACSL5,ACSL5,ACSL5,CPT1A,,3,-0.1805876883135457
ACSL5,ACSL5,ACSL5,CPT1B,,3,-0.1805876883135457
ACSL5,ACSL5,ACSL5,CPT1C,,3,-0.1805876883135457
ACSL5,ACSL5,ACSL5,PPARA,,3,-0.1805876883135457
ACSL5,ACSL5,ACSL5,PPARG,PPARG,2,-0.1805876883135457
ACSL5,ACSL5,ACSL5,RXRA,,3,-0.1805876883135457
ACSL5,ACSL5,ACSL5,RXRB,,3,-0.1805876883135457
ACSL5,ACSL5,ACSL5,RXRG,,3,-0.1805876883135457
ACTA2,ACTA2,ACTA2,MYH10,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MYH11,MYH11,2,0.1405774656105821
ACTA2,ACTA2,ACTA2,MYH14,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MYH9,MYH9,2,0.1405774656105821
ACTA2,ACTA2,ACTA2,MYL6,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MYL6B,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MYL9,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,ADAM17,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,CDC42,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,HTT,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP1,MMP1,2,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP12,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP13,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP14,MMP14,2,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP15,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP16,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP19,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP2,MMP2,2,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP20,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP21,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP23B,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP24,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP25,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP28,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP7,MMP7,2,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP8,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MMP9,MMP9,2,0.1405774656105821
ACTA2,ACTA2,ACTA2,MYL10,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MYL12A,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MYL12B,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MYL5,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MYL7,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,MYLPF,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,RAC1,RAC1,2,0.1405774656105821
ACTA2,ACTA2,ACTA2,RAC2,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,RAC3,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,RHOG,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,RHOJ,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,RHOQ,,3,0.1405774656105821
ACTA2,ACTA2,ACTA2,SMAD2,SMAD2,2,0.1405774656105821
ACTA2,ACTA2,ACTA2,SMAD3,SMAD3,2,0.1405774656105821
ACTA2,ACTA2,ACTA2,SMAD4,SMAD4,2,0.1405774656105821
ACTA2,ACTA2,ACTA2,TNFAIP8,,3,0.1405774656105821
ACTB,ACTB,ACTB,CETN2,,3,-0.0043167050567512
ACTB,ACTB,ACTB,COPS2,,3,-0.0043167050567512
ACTB,ACTB,ACTB,COPS3,,3,-0.0043167050567512
ACTB,ACTB,ACTB,COPS4,,3,-0.0043167050567512
ACTB,ACTB,ACTB,COPS5,,3,-0.0043167050567512
ACTB,ACTB,ACTB,COPS6,,3,-0.0043167050567512
ACTB,ACTB,ACTB,COPS7A,,3,-0.0043167050567512
ACTB,ACTB,ACTB,COPS7B,,3,-0.0043167050567512
ACTB,ACTB,ACTB,COPS8,,3,-0.0043167050567512
ACTB,ACTB,ACTB,CTNNA1,,3,-0.0043167050567512
ACTB,ACTB,ACTB,CTNNA2,CTNNA2,2,-0.0043167050567512
ACTB,ACTB,ACTB,CTNNA3,,3,-0.0043167050567512
ACTB,ACTB,ACTB,CUL4A,,3,-0.0043167050567512
ACTB,ACTB,ACTB,CUL4B,,3,-0.0043167050567512
ACTB,ACTB,ACTB,DDB1,,3,-0.0043167050567512
ACTB,ACTB,ACTB,DDB2,DDB2,2,-0.0043167050567512
ACTB,ACTB,ACTB,GPS1,,3,-0.0043167050567512
ACTB,ACTB,ACTB,H4C1,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ITGA2B,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ITGB3,,3,-0.0043167050567512
ACTB,ACTB,ACTB,PIP5K1A,,3,-0.0043167050567512
ACTB,ACTB,ACTB,PIP5K1B,,3,-0.0043167050567512
ACTB,ACTB,ACTB,PIP5K1C,,3,-0.0043167050567512
ACTB,ACTB,ACTB,RAD23B,,3,-0.0043167050567512
ACTB,ACTB,ACTB,RBX1,,3,-0.0043167050567512
ACTB,ACTB,ACTB,STK3,,3,-0.0043167050567512
ACTB,ACTB,ACTB,XPC,XPC,2,-0.0043167050567512
ACTB,ACTB,ACTB,ACTN1,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ACTN4,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ACTR2,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ACTR3,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ACTR3B,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ACTR3C,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ADAM17,,3,-0.0043167050567512
ACTB,ACTB,ACTB,AFDN,AFDN,2,-0.0043167050567512
ACTB,ACTB,ACTB,ARHGAP10,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ARPC1A,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ARPC1B,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ARPC2,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ARPC3,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ARPC4,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ARPC5,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ARPC5L,,3,-0.0043167050567512
ACTB,ACTB,ACTB,BAIAP2,,3,-0.0043167050567512
ACTB,ACTB,ACTB,CASP3,CASP3,2,-0.0043167050567512
ACTB,ACTB,ACTB,CASP6,,3,-0.0043167050567512
ACTB,ACTB,ACTB,CASP7,,3,-0.0043167050567512
ACTB,ACTB,ACTB,CDC42,,3,-0.0043167050567512
ACTB,ACTB,ACTB,DIAPH1,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ENAH,,3,-0.0043167050567512
ACTB,ACTB,ACTB,EVL,,3,-0.0043167050567512
ACTB,ACTB,ACTB,EZR,EZR,2,-0.0043167050567512
ACTB,ACTB,ACTB,FLNA,FLNA,2,-0.0043167050567512
ACTB,ACTB,ACTB,FLNB,,3,-0.0043167050567512
ACTB,ACTB,ACTB,FLNC,,3,-0.0043167050567512
ACTB,ACTB,ACTB,GSK3B,,3,-0.0043167050567512
ACTB,ACTB,ACTB,HTT,,3,-0.0043167050567512
ACTB,ACTB,ACTB,ILK,,3,-0.0043167050567512
ACTB,ACTB,ACTB,IQGAP1,,3,-0.0043167050567512
ACTB,ACTB,ACTB,MLLT4,,3,-0.0043167050567512
ACTB,ACTB,ACTB,MMP1,MMP1,2,-0.0043167050567512
